Account,Symbol,OptionType,Strike,Expiry,OpenDate,CloseDate,DaysHeld,OpenPrice,ClosePrice,Premium,BuyToCost,Fees,GrossP&L,NetP&L,OpenQty,CloseQty,Month,Regime,Conviction,PositionType,Result
Account A,DIS,P,2026-12-18,100.0,2026-04-20,2026-05-07,17,6.63,5.34,662.33,534.66,1.33,127.67000000000007,126.34000000000007,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Breakeven
Account A,DIS,C,2027-01-15,130.0,2026-03-06,2026-03-25,19,3.1,1.9,309.34,190.66,1.32,118.67999999999998,117.35999999999999,1,1,2026-03,EARLY_BULL,Medium,Call,Breakeven
Account A,ETSY,P,2026-09-18,55.0,2026-04-20,2026-04-29,9,5.0,3.1,499.33,310.66,1.33,188.66999999999996,187.33999999999995,1,1,2026-04,CAUTIOUS_BULL,High,Put,Breakeven
Account A,ETSY,C,2026-06-18,60.0,2026-04-07,2026-04-29,22,3.5,11.9,349.33,1190.66,1.33,-841.3300000000002,-842.6600000000002,1,1,2026-04,CAUTIOUS_BULL,High,Call,Loss
Account A,ETSY,C,2026-09-18,60.0,2026-03-20,2026-04-29,40,6.64,16.3,663.34,1630.66,1.32,-967.32,-968.6400000000001,1,1,2026-03,EARLY_BULL,High,Call,Loss
Account A,ETSY,C,2026-06-18,65.0,2026-03-06,2026-03-24,18,3.28,1.5,327.34,150.66,1.32,176.67999999999998,175.35999999999999,1,1,2026-03,EARLY_BULL,High,Call,Breakeven
Account A,ETSY,P,2026-06-18,65.0,2026-04-20,2026-04-29,9,7.11,3.31,710.33,331.66,1.33,378.67,377.34000000000003,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Account A,EWJ,P,2026-06-18,76.84,2026-03-13,2026-03-23,10,1.96,2.0,195.34,200.66,1.32,-5.319999999999993,-6.6399999999999935,1,1,2026-03,EARLY_BULL,High,Put,Breakeven
Account A,EWJ,P,2027-01-15,83.84,2026-01-28,2026-02-04,7,5.2,6.9,519.34,690.66,1.32,-171.31999999999994,-172.63999999999993,1,1,2026-01,EARLY_BULL,High,Put,Loss
Account A,EWJ,P,2027-01-15,84.84,2026-02-25,2026-06-01,96,4.03,3.6,402.34,360.66,1.32,41.67999999999995,40.35999999999995,1,1,2026-02,EARLY_BULL,High,Put,Breakeven
Account A,EWJ,P,2026-09-18,85.0,2026-05-08,2026-05-28,20,2.32,2.9,231.34,290.66,1.32,-59.32000000000002,-60.64000000000002,1,1,2026-05,CAUTIOUS_BULL,High,Put,Breakeven
Account A,EWW,P,2027-01-15,67.0,2026-03-17,2026-03-30,13,5.12,5.35,511.34,535.66,1.32,-24.319999999999993,-25.639999999999993,1,1,2026-03,EARLY_BULL,Low,Put,Breakeven
Account A,EWY,P,2026-07-17,92.0,2026-01-05,2026-01-30,25,3.75,2.53,374.34,253.66,1.32,120.67999999999998,119.35999999999999,1,1,2026-01,EARLY_BULL,High,Put,Breakeven
Account A,EWY,P,2027-01-15,100.0,2026-03-06,2026-03-23,17,12.62,9.0,1261.34,900.66,1.32,360.67999999999995,359.35999999999996,1,1,2026-03,EARLY_BULL,High,Put,Win
Account A,EWY,P,2027-01-15,105.0,2026-03-13,2026-04-14,32,12.36,7.5,1235.34,750.66,1.32,484.67999999999995,483.35999999999996,1,1,2026-03,EARLY_BULL,High,Put,Win
Account A,FSLR,P,2027-01-15,140.0,2026-03-09,2026-03-25,16,14.7,12.25,1469.34,1225.66,1.32,243.67999999999984,242.35999999999984,1,1,2026-03,EARLY_BULL,Medium,Put,Win
Account A,GEV,P,2026-12-18,580.0,2026-01-12,2026-02-03,22,80.83,49.03,8082.34,4903.66,1.32,3178.6800000000003,3177.36,1,1,2026-01,EARLY_BULL,High,Put,Win
Account A,GEV,P,2027-01-15,680.0,2026-03-17,2026-03-25,8,78.5,60.18,7849.34,6018.66,1.32,1830.6800000000003,1829.3600000000004,1,1,2026-03,EARLY_BULL,High,Put,Win
Account A,GEV,P,2026-07-17,850.0,2026-05-20,2026-05-26,6,19.27,11.19,1926.3,1119.66,1.3599999999999999,806.6399999999999,805.2799999999999,1,1,2026-05,CAUTIOUS_BULL,High,Put,Win
Account A,IBIT,P,2026-08-21,30.0,2026-02-10,2026-03-04,22,2.34,1.6,466.67,321.32,2.6500000000000004,145.35000000000002,142.70000000000002,2,2,2026-02,EARLY_BULL,High,Put,Breakeven
Account A,IBIT,P,2026-10-16,35.0,2026-02-04,2026-04-14,69,3.5,2.34,349.34,234.66,1.32,114.67999999999998,113.35999999999999,1,1,2026-02,EARLY_BULL,High,Put,Breakeven
Account A,IBIT,P,2027-03-19,36.0,2026-04-14,2026-05-04,20,4.47,3.43,892.65,687.32,2.67,205.32999999999993,202.65999999999994,2,2,2026-04,CAUTIOUS_BULL,High,Put,Win
Account A,IBIT,P,2027-01-15,38.0,2026-04-21,2026-05-05,14,4.2,3.24,419.33,324.66,1.33,94.66999999999996,93.33999999999996,1,1,2026-04,CAUTIOUS_BULL,High,Put,Breakeven
Account A,IBIT,P,2026-08-21,50.0,2026-01-05,2026-05-07,122,5.79,6.45,578.34,645.66,1.32,-67.31999999999994,-68.63999999999993,1,1,2026-01,EARLY_BULL,High,Put,Breakeven
Account A,IBIT,C,2026-10-16,52.0,2026-04-27,2026-05-07,10,2.84,3.15,283.33,315.66,1.33,-32.33000000000004,-33.66000000000004,1,1,2026-04,CAUTIOUS_BULL,High,Call,Breakeven
Account A,IBM,C,2027-01-15,280.0,2026-04-07,2026-05-05,28,17.35,11.04,1734.3,1104.66,1.3599999999999999,629.6399999999999,628.2799999999999,1,1,2026-04,CAUTIOUS_BULL,Medium,Call,Win
Account A,IBM,C,2027-03-19,300.0,2026-05-06,2026-06-01,26,9.0,65.9,899.32,6590.66,1.34,-5691.34,-5692.68,1,1,2026-05,CAUTIOUS_BULL,Medium,Call,Loss
Account A,ISRG,C,2026-10-16,520.0,2026-04-01,2026-05-05,34,28.0,19.1,2799.34,1910.66,1.32,888.6800000000001,887.36,1,1,2026-04,CAUTIOUS_BULL,Medium,Call,Win
Account A,ISRG,C,2026-12-18,520.0,2026-05-06,2026-06-02,27,23.3,15.68,2329.29,1568.66,1.37,760.6299999999999,759.2599999999999,1,1,2026-05,CAUTIOUS_BULL,Medium,Call,Win
Account A,LASR,P,2026-09-18,60.0,2026-05-06,2026-05-08,2,10.53,9.0,1052.32,900.66,1.34,151.65999999999997,150.31999999999996,1,1,2026-05,CAUTIOUS_BULL,Medium,Put,Breakeven
Account A,LASR,P,2026-12-18,60.0,2026-05-04,2026-05-11,7,13.83,11.12,1382.31,1112.66,1.35,269.64999999999986,268.29999999999984,1,1,2026-05,CAUTIOUS_BULL,Medium,Put,Win
Account A,LLY,P,2027-03-19,780.0,2026-04-28,2026-05-07,9,73.48,42.59,7347.19,4259.66,1.4700000000000002,3087.5299999999997,3086.06,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Account A,LLY,P,2027-01-15,820.0,2026-03-06,2026-05-06,61,64.03,44.08,6402.34,4408.66,1.32,1993.6800000000003,1992.3600000000004,1,1,2026-03,EARLY_BULL,High,Put,Win
Account A,LLY,P,2026-10-16,840.0,2026-02-26,2026-05-07,70,42.63,35.15,4262.34,3515.66,1.32,746.6800000000003,745.3600000000002,1,1,2026-02,EARLY_BULL,High,Put,Win
Account A,LLY,P,2027-03-19,850.0,2026-03-18,2026-04-02,15,94.9,85.41,9489.34,8541.66,1.32,947.6800000000003,946.3600000000002,1,1,2026-03,EARLY_BULL,High,Put,Win
Account A,LLY,P,2027-06-17,850.0,2026-05-28,2026-06-05,8,50.8,48.11,5079.24,4811.66,1.42,267.5799999999999,266.1599999999999,1,1,2026-05,CAUTIOUS_BULL,High,Put,Win
Account A,LLY,P,2027-06-17,870.0,2026-05-07,2026-05-20,13,83.38,74.41,8337.17,7441.66,1.49,895.5100000000002,894.0200000000002,1,1,2026-05,CAUTIOUS_BULL,High,Put,Win
Account A,LLY,C,2027-01-15,1070.0,2026-03-20,2026-05-07,48,84.06,92.6,8405.34,9260.66,1.32,-855.3199999999997,-856.6399999999998,1,1,2026-03,EARLY_BULL,High,Call,Loss
Account A,LLY,C,2026-09-18,1100.0,2026-04-08,2026-04-21,13,51.29,27.65,5128.23,2765.66,1.4300000000000002,2362.5699999999997,2361.14,1,1,2026-04,CAUTIOUS_BULL,High,Call,Win
Account A,LMT,P,2027-01-15,440.0,2026-04-30,2026-05-27,27,20.67,14.67,2066.3,1467.66,1.3599999999999999,598.6400000000001,597.2800000000001,1,1,2026-04,CAUTIOUS_BULL,Low,Put,Win
Account A,LYFT,C,2026-12-18,18.0,2026-02-11,2026-04-13,61,2.25,1.41,897.35,566.65,5.3,330.70000000000005,325.40000000000003,4,4,2026-02,EARLY_BULL,Low,Call,Win
Account A,META,P,2027-03-19,520.0,2026-04-10,2026-04-27,17,40.16,28.25,4015.26,2825.66,1.4,1189.6000000000004,1188.2000000000003,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Win
Account A,META,P,2026-12-18,550.0,2026-04-13,2026-04-27,14,39.2,27.35,3919.26,2735.66,1.4,1183.6000000000004,1182.2000000000003,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Win
Account A,MP,P,2026-09-18,55.0,2026-01-26,2026-05-07,101,5.3,3.99,1058.67,799.32,2.6500000000000004,259.35,256.70000000000005,2,2,2026-01,EARLY_BULL,Medium,Put,Win
Account A,MP,P,2027-03-19,55.0,2026-04-21,2026-06-02,42,8.94,8.15,893.32,815.66,1.34,77.66000000000008,76.32000000000008,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Breakeven
Account A,MSFT,C,2026-07-17,415.0,2026-04-10,2026-04-29,19,9.15,32.9,914.32,3290.66,1.34,-2376.3399999999997,-2377.68,1,1,2026-04,CAUTIOUS_BULL,Medium,Call,Loss
Account A,MU,P,2027-01-15,260.0,2026-01-12,2026-02-03,22,41.36,31.64,4135.34,3164.66,1.32,970.6800000000003,969.3600000000002,1,1,2026-01,EARLY_BULL,High,Put,Win
Account A,MU,P,2027-03-19,370.0,2026-04-14,2026-05-04,20,68.7,45.48,6869.2,4548.66,1.46,2320.54,2319.08,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Account A,MU,P,2026-08-21,400.0,2026-04-15,2026-04-23,8,48.28,39.1,4827.24,3910.66,1.42,916.5799999999999,915.16,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Account A,NEE,P,2027-02-19,80.0,2026-03-09,2026-04-02,24,4.5,4.28,449.34,428.66,1.32,20.67999999999995,19.35999999999995,1,1,2026-03,EARLY_BULL,Low,Put,Breakeven
Account A,NFLX,P,2026-07-17,75.0,2026-01-08,2026-02-27,50,3.4,2.5,339.34,250.66,1.32,88.67999999999998,87.35999999999999,1,1,2026-01,EARLY_BULL,High,Put,Breakeven
Account A,NFLX,P,2027-01-15,80.0,2026-03-04,2026-04-14,41,5.18,3.45,517.34,345.66,1.32,171.68,170.36,1,1,2026-03,EARLY_BULL,High,Put,Breakeven
Account A,NFLX,P,2026-07-17,85.0,2026-04-28,2026-04-30,2,3.014,2.25,1503.64,1128.31,6.67,375.33000000000015,368.66000000000014,5,5,2026-04,CAUTIOUS_BULL,High,Put,Win
Account A,NFLX,P,2026-12-18,85.0,2026-03-05,2026-04-15,41,6.49,3.55,1296.67,711.32,2.6500000000000004,585.35,582.7,2,2,2026-03,EARLY_BULL,High,Put,Win
Account A,NFLX,C,2026-07-17,110.0,2026-02-20,2026-05-04,73,0.88,1.015,174.67,204.32,2.6500000000000004,-29.650000000000006,-32.300000000000004,2,2,2026-02,EARLY_BULL,High,Call,Breakeven
Account A,NFLX,C,2026-12-18,110.0,2026-03-25,2026-04-28,34,6.03,4.75,1204.67,951.32,2.6500000000000004,253.35000000000002,250.70000000000002,2,2,2026-03,EARLY_BULL,High,Call,Win
Account A,NFLX,C,2027-03-19,120.0,2026-04-28,2026-06-02,35,4.29,3.25,1284.97,651.32,3.3499999999999996,633.65,630.3,3,2,2026-04,CAUTIOUS_BULL,High,Call,Win
Account A,NFLX,C,2026-11-20,130.0,2026-03-06,2026-03-24,18,4.23,2.0,844.67,200.66,1.9900000000000002,644.01,642.02,2,1,2026-03,EARLY_BULL,High,Call,Win
Account A,NFLX,C,2027-03-19,130.0,2026-04-13,2026-04-24,11,6.74,3.37,2693.28,1350.65,5.37,1342.63,1337.2600000000002,4,4,2026-04,CAUTIOUS_BULL,High,Call,Win
Account A,NKE,C,2026-06-18,45.0,2026-05-11,2026-06-03,23,1.13,0.73,112.34,73.66,1.32,38.68000000000001,37.36000000000001,1,1,2026-05,CAUTIOUS_BULL,High,Call,Breakeven
Account A,NKE,C,2026-09-18,50.0,2026-04-01,2026-04-02,1,3.25,2.33,648.67,467.32,2.6500000000000004,181.34999999999997,178.69999999999996,2,2,2026-04,CAUTIOUS_BULL,High,Call,Breakeven
Account A,NKE,C,2027-01-15,60.0,2026-03-25,2026-04-01,7,5.54,2.46,553.34,246.66,1.32,306.68000000000006,305.36000000000007,1,1,2026-03,EARLY_BULL,High,Call,Win
Account A,NKE,C,2026-10-16,62.5,2026-03-10,2026-03-26,16,4.5,3.0,449.34,300.66,1.32,148.67999999999995,147.35999999999996,1,1,2026-03,EARLY_BULL,High,Call,Breakeven
Account A,NOC,P,2026-08-21,550.0,2026-01-07,2026-01-30,23,19.87,12.0,1986.34,1200.66,1.32,785.6799999999998,784.3599999999998,1,1,2026-01,EARLY_BULL,Low,Put,Win
Account A,NVDA,P,2027-03-19,165.0,2026-04-15,2026-05-11,26,14.61,11.4,1460.31,1140.66,1.35,319.64999999999986,318.29999999999984,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Account A,NVDA,P,2026-12-18,175.0,2026-04-22,2026-05-11,19,13.85,10.3,1384.31,1030.66,1.35,353.64999999999986,352.29999999999984,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Account A,NVO,C,2026-09-18,55.0,2026-03-10,2026-03-23,13,1.34,0.8,133.34,80.66,1.32,52.68000000000001,51.36000000000001,1,1,2026-03,EARLY_BULL,Medium,Call,Breakeven
Account A,OKTA,C,2026-05-15,80.0,2026-03-03,2026-04-09,37,3.83,1.62,764.67,325.32,2.6500000000000004,439.34999999999997,436.7,2,2,2026-03,EARLY_BULL,High,Call,Win
Account A,OKTA,C,2026-09-18,80.0,2026-04-09,2026-06-01,53,7.38,62.51,737.32,6251.66,1.34,-5514.34,-5515.68,1,1,2026-04,CAUTIOUS_BULL,High,Call,Loss
Account A,OKTA,C,2026-12-18,82.5,2026-04-09,2026-06-01,53,9.23,63.11,1844.63,12623.32,2.6900000000000004,-10778.689999999999,-10781.38,2,2,2026-04,CAUTIOUS_BULL,High,Call,Loss
Account A,OKTA,C,2026-08-21,87.5,2026-02-23,2026-04-13,49,5.92,2.78,1182.67,557.32,2.6500000000000004,625.35,622.7,2,2,2026-02,EARLY_BULL,High,Call,Win
Account A,OKTA,P,2027-01-15,90.0,2026-03-25,2026-05-21,57,20.39,15.8,4076.67,1580.66,1.9900000000000002,2496.01,2494.0200000000004,2,1,2026-03,EARLY_BULL,High,Put,Win
Account A,OKTA,C,2026-05-15,92.5,2026-01-02,2026-02-23,52,5.7,2.0,1138.67,401.32,2.6500000000000004,737.3500000000001,734.7000000000002,2,2,2026-01,EARLY_BULL,High,Call,Win
Account A,OKTA,P,2026-08-21,100.0,2026-05-29,2026-06-01,3,4.55,2.53,454.33,253.66,1.33,200.67,199.33999999999997,1,1,2026-05,CAUTIOUS_BULL,High,Put,Breakeven
Account A,PYPL,C,2026-05-15,45.0,2026-02-05,2026-05-05,89,1.83,1.82,547.01,547.99,3.98,-0.9800000000000182,-4.960000000000019,3,3,2026-02,EARLY_BULL,High,Call,Breakeven
Account A,PYPL,C,2026-07-17,47.5,2026-06-01,2026-06-03,2,1.37,0.65,272.66,131.32,2.66,141.34000000000003,138.68000000000004,2,2,2026-06,LATE_BULL,High,Call,Breakeven
Account A,PYPL,C,2026-09-18,47.5,2026-02-05,2026-06-05,120,2.78,1.7,554.67,341.32,2.6500000000000004,213.34999999999997,210.69999999999996,2,2,2026-02,EARLY_BULL,High,Call,Win
Account A,PYPL,C,2027-01-15,50.0,2026-05-14,2026-06-04,21,4.25,3.3,1272.97,661.32,3.3499999999999996,611.65,608.3,3,2,2026-05,CAUTIOUS_BULL,High,Call,Win
Account A,PYPL,C,2027-03-19,50.0,2026-05-05,2026-06-08,34,5.75,3.5,1148.65,701.32,2.67,447.33000000000004,444.66,2,2,2026-05,CAUTIOUS_BULL,High,Call,Win
Account A,PYPL,C,2027-01-15,60.0,2026-03-03,2026-05-12,70,2.7,1.75,1346.67,351.32,4.65,995.3500000000001,990.7000000000002,5,2,2026-03,EARLY_BULL,High,Call,Win
Account A,PYPL,C,2026-05-15,62.5,2026-01-02,2026-01-30,28,4.35,1.79,868.67,359.32,2.6500000000000004,509.34999999999997,506.7,2,2,2026-01,EARLY_BULL,High,Call,Win
Account A,PYPL,C,2026-07-17,65.0,2026-01-14,2026-02-03,20,3.4,0.5,678.67,151.98,3.31,526.6899999999999,523.38,2,3,2026-01,EARLY_BULL,High,Call,Win
Account A,PYPL,C,2026-07-17,65.0,2026-01-20,2026-02-03,14,3.05,0.5,608.67,151.98,3.31,456.68999999999994,453.37999999999994,2,3,2026-01,EARLY_BULL,High,Call,Win
Account A,PYPL,C,2026-11-20,65.0,2026-01-30,2026-02-05,6,3.96,1.1,790.67,221.32,2.6500000000000004,569.3499999999999,566.6999999999999,2,2,2026-01,EARLY_BULL,High,Call,Win
Account A,PYPL,C,2026-09-18,67.5,2026-01-20,2026-02-17,28,3.61,0.7,1081.01,141.32,3.31,939.69,936.3800000000001,3,2,2026-01,EARLY_BULL,High,Call,Win
Account A,PYPL,C,2026-12-18,70.0,2026-01-20,2026-02-03,14,4.36,1.1,1306.01,221.32,3.31,1084.69,1081.38,3,2,2026-01,EARLY_BULL,High,Call,Win
Account A,QQQ,P,2026-09-30,525.0,2026-01-05,2026-02-03,29,14.57,14.55,1456.34,1455.66,1.32,0.6799999999998363,-0.6400000000001638,1,1,2026-01,EARLY_BULL,Medium,Put,Breakeven
Account A,QQQ,P,2026-12-18,550.0,2026-02-27,2026-04-14,46,27.67,19.09,2766.34,1909.66,1.32,856.6800000000001,855.36,1,1,2026-02,EARLY_BULL,Medium,Put,Win
Account A,RBLX,C,2026-06-26,47.0,2026-05-14,2026-06-03,20,1.91,1.51,190.34,151.66,1.32,38.68000000000001,37.36000000000001,1,1,2026-05,CAUTIOUS_BULL,Medium,Call,Breakeven
Account A,RBLX,C,2026-12-18,75.0,2026-04-13,2026-05-01,18,8.13,3.45,812.32,345.66,1.34,466.66,465.32000000000005,1,1,2026-04,CAUTIOUS_BULL,Medium,Call,Win
Account A,RBLX,C,2026-12-18,90.0,2026-05-04,2026-05-08,4,2.21,1.69,440.66,169.66,2.0,271.0,269.0,2,1,2026-05,CAUTIOUS_BULL,Medium,Call,Win
Account A,RTX,P,2027-03-19,140.0,2026-05-11,2026-06-01,21,5.84,5.28,583.33,528.66,1.33,54.67000000000007,53.340000000000074,1,1,2026-05,CAUTIOUS_BULL,High,Put,Breakeven
Account A,RTX,P,2027-03-19,155.0,2026-05-05,2026-05-29,24,10.75,8.0,1074.32,800.66,1.34,273.65999999999997,272.32,1,1,2026-05,CAUTIOUS_BULL,High,Put,Win
Account A,RTX,P,2026-08-21,160.0,2026-03-04,2026-04-14,41,3.89,2.64,388.34,264.66,1.32,123.67999999999995,122.35999999999996,1,1,2026-03,EARLY_BULL,High,Put,Breakeven
Account A,RTX,P,2026-08-21,165.0,2026-05-07,2026-05-11,4,6.92,5.88,691.33,588.66,1.33,102.67000000000007,101.34000000000007,1,1,2026-05,CAUTIOUS_BULL,High,Put,Breakeven
Account A,RTX,P,2027-01-15,165.0,2026-02-26,2026-04-02,35,9.84,10.15,983.34,1015.66,1.32,-32.319999999999936,-33.63999999999994,1,1,2026-02,EARLY_BULL,High,Put,Breakeven
Account A,SHOP,P,2026-11-20,90.0,2026-02-11,2026-02-24,13,11.22,9.83,1121.34,983.66,1.32,137.67999999999995,136.35999999999996,1,1,2026-02,EARLY_BULL,Medium,Put,Breakeven
Account A,TAN,P,2027-01-15,50.0,2026-02-25,2026-04-20,54,3.58,3.59,357.34,359.66,1.32,-2.32000000000005,-3.6400000000000503,1,1,2026-02,EARLY_BULL,Low,Put,Breakeven
Account A,TSLA,P,2026-11-20,310.0,2026-04-22,2026-05-07,15,19.45,14.25,1944.3,1425.66,1.3599999999999999,518.6399999999999,517.2799999999999,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Win
Account A,TSM,P,2026-08-21,260.0,2026-01-26,2026-02-03,8,10.7,8.9,1069.34,890.66,1.32,178.67999999999995,177.35999999999996,1,1,2026-01,EARLY_BULL,High,Put,Breakeven
Account A,TSM,P,2027-06-17,290.0,2026-04-22,2026-05-11,19,27.3,23.38,2729.28,2338.66,1.38,390.62000000000035,389.24000000000035,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Account A,UBER,P,2027-01-15,67.5,2026-03-05,2026-05-06,62,6.49,4.25,648.34,425.66,1.32,222.68,221.36,1,1,2026-03,EARLY_BULL,Medium,Put,Win
Account A,ULTA,P,2026-09-18,520.0,2026-01-06,2026-02-03,28,23.43,18.38,2342.34,1838.66,1.32,503.68000000000006,502.36000000000007,1,1,2026-01,EARLY_BULL,Low,Put,Win
Account A,UNH,P,2026-11-20,270.0,2026-04-14,2026-04-21,7,15.4,8.29,1539.31,829.66,1.35,709.65,708.3,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Account A,UNH,P,2026-12-18,290.0,2026-01-06,2026-04-22,106,20.0,12.99,1999.34,1299.66,1.32,699.6799999999998,698.3599999999998,1,1,2026-01,EARLY_BULL,High,Put,Win
Account A,UNH,P,2026-09-18,300.0,2026-05-08,2026-05-13,5,4.6,4.0,459.33,400.66,1.33,58.66999999999996,57.33999999999996,1,1,2026-05,CAUTIOUS_BULL,High,Put,Breakeven
Account A,UNH,P,2027-03-19,300.0,2026-04-21,2026-04-29,8,21.11,16.14,2110.3,1614.66,1.3599999999999999,495.6400000000001,494.2800000000001,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Account A,UNH,P,2026-12-18,320.0,2026-04-22,2026-04-29,7,22.27,17.02,2226.29,1702.66,1.37,523.6299999999999,522.2599999999999,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Account A,UNH,P,2027-03-19,320.0,2026-05-04,2026-05-13,9,21.31,16.39,2130.3,1639.66,1.3599999999999999,490.6400000000001,489.2800000000001,1,1,2026-05,CAUTIOUS_BULL,High,Put,Win
Account A,UNH,C,2026-12-18,330.0,2026-01-27,2026-04-28,91,23.5,62.2,2349.34,6220.66,1.32,-3871.3199999999997,-3872.64,1,1,2026-01,EARLY_BULL,High,Call,Loss
Account A,UNH,C,2027-03-19,340.0,2026-04-07,2026-04-28,21,30.71,62.95,3070.28,6295.66,1.38,-3225.3799999999997,-3226.7599999999998,1,1,2026-04,CAUTIOUS_BULL,High,Call,Loss
Account A,UNH,P,2026-11-20,350.0,2026-05-14,2026-06-08,25,18.02,16.0,1801.3,1600.66,1.3599999999999999,200.63999999999987,199.27999999999986,1,1,2026-05,CAUTIOUS_BULL,High,Put,Breakeven
Account A,UNH,C,2026-12-18,420.0,2026-04-28,2026-04-29,1,18.6,18.59,1859.3,1859.66,1.3599999999999999,-0.36000000000012733,-1.7200000000001272,1,1,2026-04,CAUTIOUS_BULL,High,Call,Breakeven
Account A,VST,P,2026-12-18,105.0,2026-03-18,2026-05-27,70,5.29,4.16,528.34,416.66,1.32,111.68,110.36000000000001,1,1,2026-03,EARLY_BULL,High,Put,Breakeven
Account A,VST,P,2026-09-18,150.0,2026-01-09,2026-04-14,95,16.01,15.24,1600.34,1524.66,1.32,75.67999999999984,74.35999999999984,1,1,2026-01,EARLY_BULL,High,Put,Breakeven
Account A,VST,C,2026-09-18,210.0,2026-04-09,2026-04-21,12,8.15,6.17,814.32,617.66,1.34,196.66000000000008,195.32000000000008,1,1,2026-04,CAUTIOUS_BULL,High,Call,Breakeven
Account A,VST,C,2026-12-18,210.0,2026-05-08,2026-05-15,7,8.3,6.0,829.32,600.66,1.34,228.66000000000008,227.32000000000008,1,1,2026-05,CAUTIOUS_BULL,High,Call,Win
Account A,VST,C,2026-12-18,230.0,2026-03-18,2026-03-26,8,13.9,7.25,1389.34,725.66,1.32,663.68,662.3599999999999,1,1,2026-03,EARLY_BULL,High,Call,Win
Account A,VST,C,2027-03-19,230.0,2026-04-22,2026-05-11,19,12.3,9.45,1229.31,945.66,1.35,283.65,282.29999999999995,1,1,2026-04,CAUTIOUS_BULL,High,Call,Win
Account A,XLE,P,2026-11-20,55.0,2026-05-14,2026-05-22,8,3.08,2.53,614.66,507.32,2.66,107.33999999999997,104.67999999999998,2,2,2026-05,CAUTIOUS_BULL,Medium,Put,Breakeven
Account A,XLE,C,2027-01-15,60.0,2026-03-13,2026-04-17,35,4.59,2.19,458.34,219.66,1.32,238.67999999999998,237.35999999999999,1,1,2026-03,EARLY_BULL,Medium,Call,Win
Account A,XLE,C,2026-12-31,65.0,2026-03-09,2026-04-17,39,2.68,1.09,267.34,109.66,1.32,157.67999999999998,156.35999999999999,1,1,2026-03,EARLY_BULL,Medium,Call,Breakeven
Account A,XOM,P,2026-12-18,125.0,2026-05-04,2026-05-15,11,4.4,3.5,439.33,350.66,1.33,88.66999999999996,87.33999999999996,1,1,2026-05,CAUTIOUS_BULL,Medium,Put,Breakeven
Account A,XYZ,P,2027-01-15,55.0,2026-03-10,2026-04-21,42,6.7,4.48,669.34,448.66,1.32,220.68,219.36,1,1,2026-03,EARLY_BULL,Medium,Put,Win
Account A,XYZ,P,2026-12-18,62.5,2026-04-21,2026-05-11,20,6.64,5.81,663.33,581.66,1.33,81.67000000000007,80.34000000000007,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Breakeven
Account A,XYZ,C,2026-09-18,72.5,2026-03-06,2026-03-26,20,8.0,5.75,1598.67,1151.32,2.6500000000000004,447.35000000000014,444.70000000000016,2,2,2026-03,EARLY_BULL,Medium,Call,Win
Account A,ZBH,C,2026-09-18,95.0,2026-01-30,2026-04-28,88,5.24,2.1,523.34,210.66,1.32,312.68000000000006,311.36000000000007,1,1,2026-01,EARLY_BULL,Low,Call,Win
Account A,ZS,P,2026-06-18,110.0,2026-03-10,2026-04-08,29,3.93,4.45,392.34,445.66,1.32,-53.32000000000005,-54.64000000000005,1,1,2026-03,EARLY_BULL,High,Put,Breakeven
Account A,ZS,C,2026-12-18,180.0,2026-03-24,2026-04-13,20,18.87,10.64,1886.34,1064.66,1.32,821.6799999999998,820.3599999999998,1,1,2026-03,EARLY_BULL,High,Call,Win
Account A,ZS,C,2026-08-21,200.0,2026-03-10,2026-03-24,14,11.3,6.25,1129.34,625.66,1.32,503.67999999999995,502.35999999999996,1,1,2026-03,EARLY_BULL,High,Call,Win
Account B,ACHR,P,2027-01-15,5.0,2026-03-20,2026-04-14,25,1.09,1.04,108.34,104.66,1.32,3.680000000000007,2.3600000000000065,1,1,2026-03,EARLY_BULL,High,Put,Breakeven
Account B,ACHR,P,2028-01-21,5.0,2026-05-08,2026-05-18,10,1.54,1.6,153.34,160.66,1.32,-7.319999999999993,-8.639999999999993,1,1,2026-05,CAUTIOUS_BULL,High,Put,Breakeven
Account B,ALAB,P,2027-01-15,90.0,2026-03-13,2026-04-13,31,16.0,12.7,1599.34,1270.66,1.32,328.67999999999984,327.35999999999984,1,1,2026-03,EARLY_BULL,High,Put,Win
