Symbol,OptionType,Strike,OpenDate,CloseDate,DaysHeld,Premium,Cost,NetPnL,ProfitPct,VIX,VIXBucket,RSI,RSIBucket
CRWD,P,2026-07-17,2026-05-18,2026-05-21,3,1349.31,779.66,569.65,0.4221787432094923,17.81999969482422,<20 (bull),91.11625047329512,>70 (overbought)
CRWD,P,2026-10-16,2026-06-10,2026-06-29,19,2406.29,1358.66,1047.6299999999999,0.43537146395488485,22.219999313354492,20-35 (pause zone),49.63899541246192,30-70 (neutral)
CRWD,C,2026-07-17,2026-05-01,2026-05-08,7,1524.31,4895.66,-3371.35,-2.2117220250473983,16.989999771118164,<20 (bull),71.89244076645286,>70 (overbought)
CRWD,P,2026-08-21,2026-06-24,2026-06-29,5,704.33,440.66,263.67,0.3743557707324692,18.6299991607666,<20 (bull),32.21592205566654,30-70 (neutral)
CRWD,P,2026-10-16,2026-05-15,2026-06-01,17,4234.25,2010.66,2223.59,0.5251437680817146,18.43000030517578,<20 (bull),89.87820541906481,>70 (overbought)
CRWD,C,2026-09-18,2026-03-18,2026-03-30,12,1954.34,1071.66,882.6799999999998,0.45165119682348,25.09000015258789,20-35 (pause zone),74.911213858503,>70 (overbought)
CRWD,P,2026-09-18,2026-05-26,2026-05-29,3,3060.28,2542.66,517.6200000000003,0.16914138575555188,17.010000228881836,<20 (bull),94.403457102306,>70 (overbought)
CRWD,P,2026-12-18,2026-06-15,2026-07-01,16,4305.25,3050.66,1254.5900000000001,0.29140932582312296,16.200000762939453,<20 (bull),52.92058387308802,30-70 (neutral)
CRWD,C,2027-01-15,2026-03-05,2026-05-08,64,3770.34,7985.66,-4215.32,-1.1180211864182008,23.75,20-35 (pause zone),53.525438277086906,30-70 (neutral)
CRWD,P,2027-06-17,2026-05-22,2026-05-29,7,7478.19,7000.66,477.52999999999975,0.06385636096435097,16.700000762939453,<20 (bull),94.38299551999822,>70 (overbought)
CRWD,P,2026-07-17,2026-06-02,2026-06-15,13,1252.31,985.66,266.65,0.21292651180618216,15.770000457763672,<20 (bull),86.01778812146321,>70 (overbought)
CRWD,C,2026-12-18,2026-05-08,2026-05-18,10,4998.24,10279.66,-5281.42,-1.056655942891898,17.190000534057617,<20 (bull),77.41021313688447,>70 (overbought)
CRWD,P,2026-06-12,2026-05-29,2026-06-01,3,1650.31,1013.66,636.65,0.3857760057201374,15.319999694824219,<20 (bull),88.5972509954987,>70 (overbought)
CRWD,C,2026-08-21,2026-05-28,2026-06-10,13,2457.29,1765.66,691.6299999999999,0.2814604706811161,15.739999771118164,<20 (bull),86.67672000289302,>70 (overbought)
DIS,P,2026-12-18,2026-04-20,2026-05-07,17,662.33,534.66,127.67000000000007,0.19275889662252965,18.8700008392334,<20 (bull),90.25535377441929,>70 (overbought)
DIS,C,2027-01-15,2026-03-25,2026-06-30,97,701.34,587.66,113.68000000000006,0.16208971397610297,25.329999923706055,20-35 (pause zone),19.528331627519307,<30 (oversold)
DIS,C,2027-03-19,2026-04-29,2026-06-26,58,369.33,301.66,67.66999999999996,0.18322367530392863,18.809999465942383,<20 (bull),55.46705854080288,30-70 (neutral)
DIS,C,2027-01-15,2026-03-06,2026-03-25,19,309.34,190.66,118.67999999999998,0.38365552466541664,29.489999771118164,20-35 (pause zone),34.34747206471006,30-70 (neutral)
ETSY,P,2026-09-18,2026-04-20,2026-04-29,9,499.33,310.66,188.66999999999996,0.37784631406084146,18.8700008392334,<20 (bull),91.24627350273198,>70 (overbought)
ETSY,C,2026-06-18,2026-04-07,2026-04-29,22,349.33,1190.66,-841.3300000000002,-2.4084103855952828,25.780000686645508,20-35 (pause zone),47.12441399949361,30-70 (neutral)
ETSY,C,2026-09-18,2026-03-20,2026-04-29,40,663.34,1630.66,-967.32,-1.458256700937679,26.780000686645508,20-35 (pause zone),45.842525055894185,30-70 (neutral)
ETSY,C,2026-06-18,2026-03-06,2026-03-24,18,327.34,150.66,176.67999999999998,0.5397446080527891,29.489999771118164,20-35 (pause zone),78.3324449933177,>70 (overbought)
ETSY,P,2026-06-18,2026-04-20,2026-04-29,9,710.33,331.66,378.67,0.5330902538256866,18.8700008392334,<20 (bull),91.24627350273198,>70 (overbought)
ETSY,P,2026-12-18,2026-04-29,2026-06-17,49,861.32,629.66,231.66000000000008,0.2689592718153533,18.809999465942383,<20 (bull),78.91351461010188,>70 (overbought)
EWJ,P,2026-06-18,2026-03-13,2026-03-23,10,195.34,200.66,-5.319999999999993,-0.027234565373195418,27.190000534057617,20-35 (pause zone),26.96499669086363,<30 (oversold)
EWJ,P,2027-01-15,2026-01-28,2026-02-04,7,519.34,690.66,-171.31999999999994,-0.32988023260291893,16.350000381469727,<20 (bull),62.09080662846334,30-70 (neutral)
EWJ,P,2027-01-15,2026-02-25,2026-06-01,96,402.34,360.66,41.67999999999995,0.1035939752448177,17.93000030517578,<20 (bull),66.82530552589145,30-70 (neutral)
EWJ,P,2026-09-18,2026-05-08,2026-05-28,20,231.34,290.66,-59.32000000000002,-0.2564191233682027,17.190000534057617,<20 (bull),60.524388482012874,30-70 (neutral)
EWW,P,2027-01-15,2026-03-17,2026-03-30,13,511.34,535.66,-24.319999999999993,-0.04756130950052801,22.3700008392334,20-35 (pause zone),31.306199171862204,30-70 (neutral)
EWY,P,2026-07-17,2026-01-05,2026-01-30,25,374.34,253.66,120.67999999999998,0.3223807234065288,14.899999618530273,<20 (bull),75.9164539260801,>70 (overbought)
EWY,P,2027-01-15,2026-03-06,2026-03-23,17,1261.34,900.66,360.67999999999995,0.2859498628442767,29.489999771118164,20-35 (pause zone),43.94851550155604,30-70 (neutral)
EWY,P,2027-01-15,2026-03-13,2026-04-14,32,1235.34,750.66,484.67999999999995,0.39234542716984794,27.190000534057617,20-35 (pause zone),38.53141364431541,30-70 (neutral)
FSLR,P,2027-01-15,2026-03-09,2026-03-25,16,1469.34,1225.66,243.67999999999984,0.1658431676807273,25.5,20-35 (pause zone),33.54437582166001,30-70 (neutral)
GEV,P,2026-12-18,2026-01-12,2026-02-03,22,8082.34,4903.66,3178.6800000000003,0.3932870925994205,15.119999885559082,<20 (bull),43.26271732417458,30-70 (neutral)
GEV,P,2027-01-15,2026-03-17,2026-03-25,8,7849.34,6018.66,1830.6800000000003,0.23322725222757584,22.3700008392334,20-35 (pause zone),43.42170093841637,30-70 (neutral)
GEV,P,2027-06-17,2026-04-30,2026-06-25,56,7699.18,6463.66,1235.5200000000004,0.1604742323208446,16.889999389648438,<20 (bull),64.57356972771089,30-70 (neutral)
GEV,P,2026-08-21,2026-06-23,2026-06-25,2,1738.3,1335.66,402.6399999999999,0.23162860265776902,19.489999771118164,<20 (bull),57.03604837310792,30-70 (neutral)
GEV,P,2026-07-17,2026-05-20,2026-05-26,6,1926.3,1119.66,806.6399999999999,0.4187509733686341,17.440000534057617,<20 (bull),40.73795784512058,30-70 (neutral)
GEV,P,2026-07-17,2026-05-26,2026-06-23,28,2779.28,2250.66,528.6200000000003,0.19020033965631397,17.010000228881836,<20 (bull),46.15265020458326,30-70 (neutral)
IBIT,P,2026-08-21,2026-02-10,2026-03-04,22,466.67,321.32,145.35000000000002,0.31146206098527873,17.790000915527344,<20 (bull),22.633013871183664,<30 (oversold)
IBIT,P,2026-10-16,2026-02-04,2026-04-14,69,349.34,234.66,114.67999999999998,0.32827617793553554,18.639999389648438,<20 (bull),9.373198942254632,<30 (oversold)
IBIT,P,2027-03-19,2026-04-14,2026-05-04,20,892.65,687.32,205.32999999999993,0.23002296532795602,18.360000610351562,<20 (bull),63.481567642693015,30-70 (neutral)
IBIT,P,2027-01-15,2026-04-21,2026-05-05,14,419.33,324.66,94.66999999999996,0.2257649106908639,19.5,<20 (bull),72.39868386692432,>70 (overbought)
IBIT,P,2026-08-21,2026-01-05,2026-05-07,122,578.34,645.66,-67.31999999999994,-0.11640211640211628,14.899999618530273,<20 (bull),58.74612219252939,30-70 (neutral)
IBIT,C,2026-10-16,2026-04-27,2026-05-07,10,283.33,315.66,-32.33000000000004,-0.11410722479088005,18.020000457763672,<20 (bull),72.98970385760248,>70 (overbought)
IBM,C,2027-01-15,2026-04-07,2026-05-05,28,1734.3,1104.66,629.6399999999999,0.36305137519460295,25.780000686645508,20-35 (pause zone),38.99962172306966,30-70 (neutral)
IBM,C,2027-03-19,2026-05-06,2026-06-01,26,899.32,6590.66,-5691.34,-6.328492638882711,17.389999389648438,<20 (bull),27.68548954758174,<30 (oversold)
ISRG,C,2026-08-21,2026-06-03,2026-06-23,20,516.33,300.66,215.67000000000002,0.41769798384753937,16.059999465942383,<20 (bull),37.869094634056125,30-70 (neutral)
ISRG,C,2026-10-16,2026-04-01,2026-05-05,34,2799.34,1910.66,888.6800000000001,0.3174605442711496,24.540000915527344,20-35 (pause zone),38.69393601174886,30-70 (neutral)
ISRG,C,2026-12-18,2026-05-06,2026-06-02,27,2329.29,1568.66,760.6299999999999,0.32655015047503744,17.389999389648438,<20 (bull),47.0783212549194,30-70 (neutral)
JD,C,2026-12-18,2026-06-12,2026-06-23,11,590.66,351.32,239.33999999999997,0.4052077337215996,17.68000030517578,<20 (bull),33.333322520697806,30-70 (neutral)
JD,C,2026-12-18,2026-01-20,2026-06-11,142,618.67,401.32,217.34999999999997,0.3513181502254837,20.09000015258789,20-35 (pause zone),43.28806997183854,30-70 (neutral)
LASR,P,2026-09-18,2026-05-06,2026-05-08,2,1052.32,900.66,151.65999999999997,0.14411965941918806,17.389999389648438,<20 (bull),52.82900476366053,30-70 (neutral)
LASR,P,2026-12-18,2026-05-04,2026-05-11,7,1382.31,1112.66,269.64999999999986,0.19507201713074482,18.290000915527344,<20 (bull),54.42508799720982,30-70 (neutral)
LITE,P,2026-07-17,2026-06-18,2026-06-25,7,1051.32,785.66,265.65999999999997,0.2526918540501465,16.399999618530273,<20 (bull),49.6466919471154,30-70 (neutral)
LLY,P,2027-03-19,2026-04-28,2026-05-07,9,7347.19,4259.66,3087.5299999999997,0.42023276926280656,17.829999923706055,<20 (bull),27.66700529253322,<30 (oversold)
LLY,P,2027-01-15,2026-03-06,2026-05-06,61,6402.34,4408.66,1993.6800000000003,0.31139864487046925,29.489999771118164,20-35 (pause zone),39.06669801498002,30-70 (neutral)
LLY,P,2026-10-16,2026-02-26,2026-05-07,70,4262.34,3515.66,746.6800000000003,0.17518076924881645,18.6299991607666,<20 (bull),50.260506989478124,30-70 (neutral)
LLY,P,2027-03-19,2026-03-18,2026-04-02,15,9489.34,8541.66,947.6800000000003,0.09986785171571472,25.09000015258789,20-35 (pause zone),28.1492910187672,<30 (oversold)
LLY,P,2027-06-17,2026-05-28,2026-06-05,8,5079.24,4811.66,267.5799999999999,0.05268110977232813,15.739999771118164,<20 (bull),78.56498701699536,>70 (overbought)
LLY,P,2027-06-17,2026-05-07,2026-05-20,13,8337.17,7441.66,895.5100000000002,0.10741174763139054,17.079999923706055,<20 (bull),58.69021668522489,30-70 (neutral)
LLY,P,2026-12-18,2026-06-15,2026-06-29,14,3610.27,2260.66,1349.6100000000001,0.373825226368111,16.200000762939453,<20 (bull),61.592560225856545,30-70 (neutral)
LLY,P,2027-03-19,2026-06-16,2026-07-01,15,6160.21,4895.66,1264.5500000000002,0.20527709282638096,16.40999984741211,<20 (bull),57.402551267117765,30-70 (neutral)
LLY,C,2027-01-15,2026-03-20,2026-05-07,48,8405.34,9260.66,-855.3199999999997,-0.10175911979765241,26.780000686645508,20-35 (pause zone),19.970857823007563,<30 (oversold)
LLY,C,2026-09-18,2026-04-08,2026-04-21,13,5128.23,2765.66,2362.5699999999997,0.4606989156102593,21.040000915527344,20-35 (pause zone),58.63674456748982,30-70 (neutral)
LLY,C,2027-06-17,2026-04-27,2026-06-26,60,8214.17,25840.66,-17626.489999999998,-2.1458637939073575,18.020000457763672,<20 (bull),33.810941974435195,30-70 (neutral)
LMT,P,2027-01-15,2026-04-30,2026-05-27,27,2066.3,1467.66,598.6400000000001,0.28971591734017327,16.889999389648438,<20 (bull),11.394245439959064,<30 (oversold)
LMT,P,2026-09-18,2026-06-01,2026-06-15,14,834.32,650.66,183.66000000000008,0.22013136446447415,16.049999237060547,<20 (bull),52.94199663008888,30-70 (neutral)
LYFT,C,2026-12-18,2026-02-11,2026-04-13,61,897.35,566.65,330.70000000000005,0.3685295592578147,17.649999618530273,<20 (bull),24.54654335090538,<30 (oversold)
META,P,2026-10-16,2026-06-26,2026-07-01,5,2144.3,1049.66,1094.64,0.5104882712307046,18.40999984741211,<20 (bull),35.07853403141361,30-70 (neutral)
META,P,2026-11-20,2026-06-17,2026-07-01,14,2485.29,1821.66,663.6299999999999,0.2670231642987337,18.440000534057617,<20 (bull),32.55348005671661,30-70 (neutral)
META,P,2027-03-19,2026-04-10,2026-04-27,17,4015.26,2825.66,1189.6000000000004,0.2962697309763254,19.229999542236328,<20 (bull),58.65035445828687,30-70 (neutral)
META,P,2026-12-18,2026-04-13,2026-04-27,14,3919.26,2735.66,1183.6000000000004,0.30199578491858164,19.1200008392334,<20 (bull),57.486123811560354,30-70 (neutral)
MP,P,2026-09-18,2026-06-12,2026-06-15,3,469.33,400.66,68.66999999999996,0.1463149596232927,17.68000030517578,<20 (bull),41.02364309420398,30-70 (neutral)
MP,P,2026-09-18,2026-01-26,2026-05-07,101,1058.67,799.32,259.35,0.24497718835897872,16.149999618530273,<20 (bull),56.53470452759314,30-70 (neutral)
MP,P,2027-03-19,2026-04-21,2026-06-02,42,893.32,815.66,77.66000000000008,0.0869341333452739,19.5,<20 (bull),84.31374836959017,>70 (overbought)
MSFT,C,2026-07-17,2026-04-10,2026-04-29,19,914.32,3290.66,-2376.3399999999997,-2.599024411584565,19.229999542236328,<20 (bull),39.487769055693406,30-70 (neutral)
MSFT,C,2026-10-16,2026-04-08,2026-06-30,83,1334.31,1150.66,183.64999999999986,0.1376366811310714,21.040000915527344,20-35 (pause zone),35.14799823893206,30-70 (neutral)
MU,P,2027-01-15,2026-01-12,2026-02-03,22,4135.34,3164.66,970.6800000000003,0.23472797883608126,15.119999885559082,<20 (bull),78.22096192530701,>70 (overbought)
MU,P,2027-03-19,2026-04-14,2026-05-04,20,6869.2,4548.66,2320.54,0.33781808653118267,18.360000610351562,<20 (bull),65.47917671434769,30-70 (neutral)
MU,P,2026-08-21,2026-04-15,2026-04-23,8,4827.24,3910.66,916.5799999999999,0.1898766168659524,18.170000076293945,<20 (bull),66.65916939357118,30-70 (neutral)
NEE,P,2027-02-19,2026-03-09,2026-04-02,24,449.34,428.66,20.67999999999995,0.04602305603774414,25.5,20-35 (pause zone),47.6943459079226,30-70 (neutral)
NFLX,P,2026-07-17,2026-01-08,2026-02-27,50,339.34,250.66,88.67999999999998,0.26133081864796365,15.449999809265137,<20 (bull),25.290018684044924,<30 (oversold)
NFLX,P,2027-01-15,2026-03-04,2026-04-14,41,517.34,345.66,171.68,0.33185139366760735,21.149999618530273,20-35 (pause zone),78.13238576144121,>70 (overbought)
NFLX,P,2026-07-17,2026-04-28,2026-04-30,2,1503.64,1128.31,375.33000000000015,0.2496142693729883,17.829999923706055,<20 (bull),36.83430746419839,30-70 (neutral)
NFLX,P,2026-12-18,2026-03-05,2026-04-15,41,1296.67,711.32,585.35,0.4514255747414531,23.75,20-35 (pause zone),88.10068706958388,>70 (overbought)
NFLX,C,2026-12-18,2026-06-10,2026-06-17,7,584.66,421.32,163.33999999999997,0.27937604761741863,22.219999313354492,20-35 (pause zone),24.476142969514413,<30 (oversold)
NFLX,C,2026-07-17,2026-02-20,2026-05-04,73,174.67,204.32,-29.650000000000006,-0.16974866891853213,19.09000015258789,<20 (bull),36.916378493031026,30-70 (neutral)
NFLX,C,2026-12-18,2026-03-25,2026-04-28,34,1204.67,951.32,253.35000000000002,0.21030655698241013,25.329999923706055,20-35 (pause zone),27.874107575987722,<30 (oversold)
NFLX,C,2027-03-19,2026-04-28,2026-06-02,35,1284.97,651.32,633.65,0.49312435309773767,17.829999923706055,<20 (bull),36.83430746419839,30-70 (neutral)
NFLX,C,2026-11-20,2026-03-06,2026-03-24,18,844.67,200.66,644.01,0.76243976937739,29.489999771118164,20-35 (pause zone),87.2519291618443,>70 (overbought)
NFLX,C,2027-03-19,2026-04-13,2026-04-24,11,2693.28,1350.65,1342.63,0.4985111091308739,19.1200008392334,<20 (bull),78.69720036159029,>70 (overbought)
NKE,C,2026-06-18,2026-05-11,2026-06-03,23,112.34,73.66,38.68000000000001,0.34431191027238744,18.3799991607666,<20 (bull),23.95833436813615,<30 (oversold)
NKE,C,2026-11-20,2026-05-04,2026-06-26,53,498.33,315.66,182.66999999999996,0.3665643248449822,18.290000915527344,<20 (bull),41.654132664241324,30-70 (neutral)
NKE,C,2026-09-18,2026-04-01,2026-04-02,1,648.67,467.32,181.34999999999997,0.2795720474201057,24.540000915527344,20-35 (pause zone),22.351572086008773,<30 (oversold)
NKE,C,2026-10-16,2026-06-01,2026-06-25,24,209.34,100.66,108.68,0.5191554409095251,16.049999237060547,<20 (bull),72.86822928012602,>70 (overbought)
NKE,C,2027-03-19,2026-04-14,2026-06-26,73,633.66,421.32,212.33999999999997,0.33510084272322693,18.360000610351562,<20 (bull),24.520024122776732,<30 (oversold)
NKE,C,2027-01-15,2026-03-25,2026-04-01,7,553.34,246.66,306.68000000000006,0.5542342863338997,25.329999923706055,20-35 (pause zone),23.640176880552957,<30 (oversold)
NKE,C,2026-10-16,2026-03-10,2026-03-26,16,449.34,300.66,148.67999999999995,0.33088529843770853,24.93000030517578,20-35 (pause zone),12.687112743205972,<30 (oversold)
NOC,P,2026-08-21,2026-01-07,2026-01-30,23,1986.34,1200.66,785.6799999999998,0.39554154877815473,15.380000114440918,<20 (bull),53.198074148304144,30-70 (neutral)
NVDA,P,2027-03-19,2026-04-15,2026-05-11,26,1460.31,1140.66,319.64999999999986,0.2188918791215563,18.170000076293945,<20 (bull),71.38318798534173,>70 (overbought)
NVDA,P,2026-12-18,2026-04-22,2026-05-11,19,1384.31,1030.66,353.64999999999986,0.25547023426833576,18.920000076293945,<20 (bull),91.60191363942704,>70 (overbought)
NVO,P,2026-10-16,2026-06-15,2026-06-23,8,660.99,451.99,209.0,0.3161923780995174,16.200000762939453,<20 (bull),48.92086133497346,30-70 (neutral)
NVO,P,2027-06-17,2026-05-08,2026-06-26,49,1000.65,765.32,235.32999999999993,0.2351771348623394,17.190000534057617,<20 (bull),74.80106905986412,>70 (overbought)
NVO,C,2026-12-18,2026-04-22,2026-06-23,62,261.33,937.32,-675.99,-2.5867294225691655,18.920000076293945,<20 (bull),68.56745243702704,30-70 (neutral)
NVO,C,2026-12-18,2026-06-16,2026-06-23,7,295.33,937.32,-641.99,-2.173805573426337,16.40999984741211,<20 (bull),46.00638870556806,30-70 (neutral)
NVO,C,2026-09-18,2026-03-10,2026-03-23,13,133.34,80.66,52.68000000000001,0.39508024598770064,24.93000030517578,20-35 (pause zone),21.36238215227658,<30 (oversold)
NVO,C,2027-03-19,2026-06-23,2026-06-26,3,319.33,345.66,-26.33000000000004,-0.08245388782763925,19.489999771118164,<20 (bull),66.76603268362152,30-70 (neutral)
OKTA,C,2026-05-15,2026-03-03,2026-04-09,37,764.67,325.32,439.34999999999997,0.5745615755816235,23.56999969482422,20-35 (pause zone),27.868850721421936,<30 (oversold)
OKTA,C,2026-09-18,2026-04-09,2026-06-01,53,737.32,6251.66,-5514.34,-7.478896544241306,19.489999771118164,<20 (bull),33.01983963111009,30-70 (neutral)
OKTA,C,2026-12-18,2026-04-09,2026-06-01,53,1844.63,12623.32,-10778.689999999999,-5.843280224218406,19.489999771118164,<20 (bull),33.01983963111009,30-70 (neutral)
OKTA,C,2026-08-21,2026-02-23,2026-04-13,49,1182.67,557.32,625.35,0.5287611928940448,21.010000228881836,20-35 (pause zone),26.177070733179605,<30 (oversold)
OKTA,P,2027-01-15,2026-03-25,2026-05-21,57,4076.67,1580.66,2496.01,0.6122668746795792,25.329999923706055,20-35 (pause zone),46.533757749524845,30-70 (neutral)
OKTA,C,2026-05-15,2026-01-02,2026-02-23,52,1138.67,401.32,737.3500000000001,0.6475537249598217,14.510000228881836,<20 (bull),29.85509912896717,<30 (oversold)
OKTA,P,2026-08-21,2026-05-29,2026-06-01,3,454.33,253.66,200.67,0.4416833579116501,15.319999694824219,<20 (bull),81.71418597676397,>70 (overbought)
OKTA,P,2026-11-20,2026-06-29,2026-07-01,2,914.32,724.66,189.66000000000008,0.20743284626826503,17.649999618530273,<20 (bull),67.68591004890988,30-70 (neutral)
OKTA,P,2026-08-21,2026-06-01,2026-06-29,28,560.33,428.66,131.67000000000002,0.23498652579729803,16.049999237060547,<20 (bull),88.0335082027473,>70 (overbought)
OKTA,C,2027-03-19,2026-06-01,2026-06-10,9,2070.3,1151.66,918.6400000000001,0.4437231319132493,16.049999237060547,<20 (bull),88.0335082027473,>70 (overbought)
PYPL,C,2026-05-15,2026-02-05,2026-05-05,89,547.01,547.99,-0.9800000000000182,-0.0017915577411747833,21.770000457763672,20-35 (pause zone),10.432321105803553,<30 (oversold)
PYPL,C,2026-07-17,2026-06-01,2026-06-03,2,272.66,131.32,141.34000000000003,0.5183745323846549,16.049999237060547,<20 (bull),51.31289978188594,30-70 (neutral)
PYPL,C,2026-09-18,2026-02-05,2026-06-05,120,554.67,341.32,213.34999999999997,0.3846431211350893,21.770000457763672,20-35 (pause zone),10.432321105803553,<30 (oversold)
PYPL,C,2027-01-15,2026-05-14,2026-06-04,21,1272.97,661.32,611.65,0.48049050645341207,17.260000228881836,<20 (bull),21.00211923255395,<30 (oversold)
PYPL,C,2027-03-19,2026-05-05,2026-06-08,34,1148.65,701.32,447.33000000000004,0.389439777129674,17.3799991607666,<20 (bull),37.377050205509114,30-70 (neutral)
PYPL,C,2027-01-15,2026-03-03,2026-05-12,70,1346.67,351.32,995.3500000000001,0.739119457625105,23.56999969482422,20-35 (pause zone),66.7351188875387,30-70 (neutral)
PYPL,C,2026-05-15,2026-01-02,2026-01-30,28,868.67,359.32,509.34999999999997,0.5863561536601931,14.510000228881836,<20 (bull),24.011740098132023,<30 (oversold)
PYPL,C,2026-07-17,2026-01-14,2026-02-03,20,678.67,151.98,526.6899999999999,0.7760620036247365,16.75,<20 (bull),39.766085524143676,30-70 (neutral)
PYPL,C,2026-07-17,2026-01-20,2026-02-03,14,608.67,151.98,456.68999999999994,0.7503080486963378,20.09000015258789,20-35 (pause zone),28.487797616278527,<30 (oversold)
PYPL,C,2026-11-20,2026-01-30,2026-02-05,6,790.67,221.32,569.3499999999999,0.7200854971100459,17.440000534057617,<20 (bull),28.596019701066865,<30 (oversold)
PYPL,C,2026-09-18,2026-01-20,2026-02-17,28,1081.01,141.32,939.69,0.8692704045290979,20.09000015258789,20-35 (pause zone),28.487797616278527,<30 (oversold)
PYPL,C,2026-12-18,2026-01-20,2026-02-03,14,1306.01,221.32,1084.69,0.8305372853194081,20.09000015258789,20-35 (pause zone),28.487797616278527,<30 (oversold)
QQQ,P,2026-09-30,2026-01-05,2026-02-03,29,1456.34,1455.66,0.6799999999998363,0.00046692393259804464,14.899999618530273,<20 (bull),53.98503455277313,30-70 (neutral)
QQQ,P,2026-12-18,2026-02-27,2026-04-14,46,2766.34,1909.66,856.6800000000001,0.3096799381131748,19.860000610351562,<20 (bull),48.25801254760766,30-70 (neutral)
RBLX,C,2026-06-26,2026-05-14,2026-06-03,20,190.34,151.66,38.68000000000001,0.20321529893874124,17.260000228881836,<20 (bull),27.352614856147056,<30 (oversold)
RBLX,C,2026-12-18,2026-04-13,2026-05-01,18,812.32,345.66,466.66,0.5744780382115422,19.1200008392334,<20 (bull),51.676204966778144,30-70 (neutral)
RBLX,C,2026-12-18,2026-05-04,2026-05-08,4,440.66,169.66,271.0,0.614986610992602,18.290000915527344,<20 (bull),30.38390925509897,30-70 (neutral)
RKLB,P,2026-12-18,2026-06-25,2026-06-29,4,685.33,495.66,189.67000000000002,0.2767571826711219,18.889999389648438,<20 (bull),27.248496139144308,<30 (oversold)
RKLB,P,2026-08-21,2026-06-09,2026-07-01,22,534.33,415.66,118.67000000000002,0.22209121703815995,19.8700008392334,<20 (bull),40.65439102398095,30-70 (neutral)
RTX,P,2027-03-19,2026-05-11,2026-06-01,21,583.33,528.66,54.67000000000007,0.09372053554591753,18.3799991607666,<20 (bull),36.863116837863515,30-70 (neutral)
RTX,P,2027-03-19,2026-05-05,2026-05-29,24,1074.32,800.66,273.65999999999997,0.25472857249236724,17.3799991607666,<20 (bull),16.261224713756434,<30 (oversold)
RTX,P,2026-08-21,2026-03-04,2026-04-14,41,388.34,264.66,123.67999999999995,0.3184838028531698,21.149999618530273,20-35 (pause zone),63.79735959170369,30-70 (neutral)
RTX,P,2026-08-21,2026-05-07,2026-05-11,4,691.33,588.66,102.67000000000007,0.14851084142160773,17.079999923706055,<20 (bull),24.572767849558332,<30 (oversold)
RTX,P,2027-01-15,2026-02-26,2026-04-02,35,983.34,1015.66,-32.319999999999936,-0.032867573779160754,18.6299991607666,<20 (bull),52.80216445890073,30-70 (neutral)
SHOP,P,2026-11-20,2026-02-11,2026-02-24,13,1121.34,983.66,137.67999999999995,0.1227816719282287,17.649999618530273,<20 (bull),36.087021518524125,30-70 (neutral)
TAN,P,2027-01-15,2026-02-25,2026-04-20,54,357.34,359.66,-2.32000000000005,-0.006492416186265322,17.93000030517578,<20 (bull),53.84616503897275,30-70 (neutral)
TSLA,P,2026-11-20,2026-04-22,2026-05-07,15,1944.3,1425.66,518.6399999999999,0.2667489584940595,18.920000076293945,<20 (bull),52.67620063141609,30-70 (neutral)
TSM,P,2026-08-21,2026-01-26,2026-02-03,8,1069.34,890.66,178.67999999999995,0.16709372136083936,16.149999618530273,<20 (bull),56.92714945898981,30-70 (neutral)
TSM,P,2027-06-17,2026-04-22,2026-05-11,19,2729.28,2338.66,390.62000000000035,0.1431219955446126,18.920000076293945,<20 (bull),74.10049510624009,>70 (overbought)
TSM,P,2026-11-20,2026-06-11,2026-06-18,7,1488.31,1038.66,449.64999999999986,0.3021211978687235,19.440000534057617,<20 (bull),54.64495921247375,30-70 (neutral)
TSM,P,2026-09-18,2026-06-16,2026-06-29,13,698.33,541.66,156.67000000000007,0.22434951956811258,16.40999984741211,<20 (bull),50.93995642037058,30-70 (neutral)
UBER,P,2027-01-15,2026-03-05,2026-05-06,62,648.34,425.66,222.68,0.3434617638893173,23.75,20-35 (pause zone),63.71911534767804,30-70 (neutral)
ULTA,P,2026-11-20,2026-05-18,2026-06-25,38,1729.3,1155.66,573.6399999999999,0.33171803619961826,17.81999969482422,<20 (bull),25.561877696265626,<30 (oversold)
ULTA,P,2026-09-18,2026-01-06,2026-02-03,28,2342.34,1838.66,503.68000000000006,0.2150328304174458,14.75,<20 (bull),79.86602497398543,>70 (overbought)
UNH,P,2026-11-20,2026-04-14,2026-04-21,7,1539.31,829.66,709.65,0.46101824843598754,18.360000610351562,<20 (bull),77.18249608980213,>70 (overbought)
UNH,P,2026-12-18,2026-01-06,2026-04-22,106,1999.34,1299.66,699.6799999999998,0.3499554853101523,14.75,<20 (bull),57.81528241619037,30-70 (neutral)
UNH,P,2026-09-18,2026-05-08,2026-05-13,5,459.33,400.66,58.66999999999996,0.1277295190821413,17.190000534057617,<20 (bull),87.84833126448399,>70 (overbought)
UNH,P,2027-03-19,2026-04-21,2026-04-29,8,2110.3,1614.66,495.6400000000001,0.23486708050988014,19.5,<20 (bull),93.51486102116543,>70 (overbought)
UNH,P,2026-12-18,2026-04-22,2026-04-29,7,2226.29,1702.66,523.6299999999999,0.23520296097992618,18.920000076293945,<20 (bull),93.80918283647317,>70 (overbought)
UNH,P,2027-03-19,2026-05-04,2026-05-13,9,2130.3,1639.66,490.6400000000001,0.23031497911092338,18.290000915527344,<20 (bull),94.52139496806033,>70 (overbought)
